Category,Sub-category,Manufacturer,Product Title,Product Description,Quantity (Minimum Increments),Size,Color,Other Attribute,Contract #,Contract Price,Sale_Price,Qty_Per_UOI,Unit of Issue,FOB,SEV Code,PN,COO,Weight,Height,Shipping Designations,Image
Safety,Environmental,GRN,"Emergency Tote Light, 12 hours, 22...",Emergency Light Also Works Like a Hand Lantern Fixed emergency lights run for about 1-1/2 hours. What happens in an extended power outage? Or if back-up generators fail? Be prepared for safe evacuations with portable light that lasts up to 24 hours 91691,1,,,,GS-07F-0100W,56.35,56.34,1,EA,ORIGIN,SEV16,G20888-3636 SEV16,MX,,,,SEV16-G20888-3636.jpg
Safety,Environmental,GRN,"EMI(R) Pro Response Bag, Black","L High-Quality, Economical Bag - Empty or LoadedIdeal for emergency response professionals. Durable bag has a flap with Delrin buckles for easy access and secure storage. Padded main compartment is divided into three sections with two wing pouches and dual front pockets with hook and loop closures.Specifications: Pro Response Bag with rifle-sling style strap and reinforced steel rings and hooks has a padded main compartment divided into three sections, plus two wing pouches and dual front pockets with hook and loop closures. Pro Response Plus is the same bag, but is packed with basic first response equipment: Nitewriter pen, deluxe Lifesaver hammer, window punch with clip, multi-purpose rescue shears set, seat belt cutter, standard glove case, finger ring cutter and disposable penlight.Please Specify Color: BL (black), NB (navy blue), OR (orange). 89706BL",1,,,,GS-07F-0100W,56.35,56.34,1,EA,ORIGIN,SEV16,G20888-4232 SEV16,MX,,,,SEV16-G20888-4232.jpg
Safety,Environmental,GRN,"EMI(R) Pro Response Bag, Orange","R High-Quality, Economical Bag - Empty or LoadedIdeal for emergency response professionals. Durable bag has a flap with Delrin buckles for easy access and secure storage. Padded main compartment is divided into three sections with two wing pouches and dual front pockets with hook and loop closures.Specifications: Pro Response Bag with rifle-sling style strap and reinforced steel rings and hooks has a padded main compartment divided into three sections, plus two wing pouches and dual front pockets with hook and loop closures. Pro Response Plus is the same bag, but is packed with basic first response equipment: Nitewriter pen, deluxe Lifesaver hammer, window punch with clip, multi-purpose rescue shears set, seat belt cutter, standard glove case, finger ring cutter and disposable penlight.Please Specify Color: BL (black), NB (navy blue), OR (orange). 89706OR",1,,,,GS-07F-0100W,444.5908594,325.83,1,EA,ORIGIN,SEV22,9TGW4-SEV22,MX,,,,SEV22-9TGW4.jpg
Safety,Environmental,GRN,"Fieldtex Trauma Kit, Red",R A Great Selection of Emergency Medical Supplies This Trauma Kit is ready for action. It's stocked with everything you need.Specifications: Cordura nylon bag measures 7 In.H x 11-1/2 In.W x 20-1/4 In.L. Call 1-800-356-2501 for a list of contents.Please Speci 109357R,1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-310-L-SEV27,LV,,,,SEV27-70500-310-XS.jpg
Safety,Environmental,GRN,GoBagger(R) Sand Bag Scoop,"172572 Sand Bag Scoop Lets You Fill Sand Bags Five Times FasterThe lightweight Sand Bag Scoop makes filling sand bags a one-person job. When you need to fill sand bags fast, this device allows you to multiply sand bag production by more than five times compared to conventional two-person shovel method. Goes anywhere at a moment's notice to help you keep flooding contained. Sand Bag Scoop is a great addition to your emergency response equipment. Sand Bag Scoop is nestable for compact storage when not in use. Works with any kind of bag and any kind of fill, so if you don't have sand, you can use whatever is handy. 172572",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-310-XL-SEV27,LV,,,,SEV27-70500-310-XS.jpg
Safety,Environmental,GRN,"IRON DUCK Pack Case Plus Bag, Orange",OR The Ultimate in Grab-N-Go ConvenienceThis pack is ready with a moment's notice for ALS/BLS crews and emergency responders.Specifications: The bag is made of durable 1000-denier nylon with an equally durable rip-stop liner. Lid has elastic loops for 138301OR,1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-310-XL-SEV27,LV,,,,SEV27-70300-310-XS.jpg
Safety,Environmental,GRN,Maintenance Bucket Spill Kit...,* Mount on wall or store on floor for quick and easy access to spill supplies in emergency situations Handles let you easily carry this kit where you need it. 5-gal. polyethylene bucket is great for rarily storing used absorbents. Bucket comes pre-p 84299,1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-490-XL-SEV27,LV,,,,SEV27-70500-490-XS.jpg
Safety,Environmental,GRN,"Mercury Spill Kit, 6 Kits/pk Mercury...","* Personal-size kits amalgamate mercury spills at your workstation * Compact kit is easy to store in any convenient area-at a workstation or in a drawer Kit Includes: Hg Absorb(TM) Powder, two Hg Absorb Sponges, gloves, dustpan, scraper, safety gla 20759",1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75016-990-M-SEV27,PT,,,,SEV27-75016-990-XS.jpg
Safety,Environmental,GRN,"Nalgene Standard Versi-Dry Roll, 20 In.W...","Nalgene Versi-Dry Roll, 20 In. W x 50' L. Lab Soakers Cushion Falls, Absorb Spills Quickly. Waterproof, chemical-resistant polyethylene backing grips surfaces. Easily cut custom size sheets. Roll up and discard after contamination",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-XLNVY SEV16,US,,,,SEV16-127678-XLNVY.jpg
Safety,Environmental,GRN,Nel-Spot(R) Optional 0.029 In. Brass...,"230058 Keep These Replacement Parts On Hand, Your Gun Will Always Be ReadyThese Replacement Parts are for use with your Steel Handle Marking Gun No. 230050 and Plastic Handle Marking Gun No. 230180. The following Replacement Parts should be kept on hand in case of an emergency: Leather Cup Washer, HW-46; Leather Cup, HW-47, and Adaptor Gasket, N-202. 230058",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-310-L-SEV27,LV,,,,SEV27-70300-310-XS.jpg
Safety,Environmental,GRN,"NORTH Biohazard Response PPE Kit,...","Biohazard Response PPE Kits Offer Grab-N-Go Protection for Emergency Response and Clean-Up Activities NORTH Biohazard Response PPE Kits meet the protocol recomtions of the World Health Organization. For use by Emergency responders, law enforcement and correctional facilities in infectious control.  130023.",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-310-M-SEV27,LV,,,,SEV27-70300-310-XS.jpg
Safety,Environmental,GRN,"OIL-DRI(R) Concentrate, 20-lb. Pail","Concentrated to absorb up to twice as much Absorbs oil, grease, water, other liquid spills and odorsSmaller granules cover more surface area so you can absorb up to twice as much liquid per pound. OIL-DRI Concentrate premium floor absorbent makes cleanups fast and easy. Specifications: Concentrate is conveniently packaged in a 20-lb. Pail. Pail features a carrying handle and a tight-sealing lid. Virtually dust free. 15 In.H X 9-1/2 In.W X 9-1/2 In.L. 84346",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-310-XXL-SEV27,LV,,,,SEV27-70300-310-XS.jpg
Safety,Environmental,GRN,Personal Three-Day Survival Kit,"Be Ready to Respond in a Moment's NoticeWhen an emergency hits in the workplace, you need to be prepared to accommodate a large group of people. These Emergency Response Kits contain everything you need to respond in a moment's notice.25-Person Emergency Kit (No. 172217) supplies relief over a 24-hr. period for up to 25 people at once.Mobile Trauma Station (No. 172218) includes everything you need to treat traumatic injuries, provide comfort for minor cuts, burns and headaches-or even transport a patient with a convenient flexible stretcher.Personal Three-Day Survival Kit (No. 172219) has everything you need, from shelter supplies to food and water, to keep you stocked for up to three days. 172219",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-490-L-SEV27,LV,,,,SEV27-70300-490-XS.jpg
Safety,Environmental,GRN,Plain Burlap Sand Bags,"Plain Burlap Sand Bags -- Tough and Durable U.S. Military-grade Sand Bags -- Biodegradable and harmless to wildlife, these 14 In. x 26 In. bags are made from 10-oz., U.S. military-grade burlap. Holds approximately 50 lbs. Closes with attached tie string. Tan color. Sold in bundles of 25. USA made. -- August New Product Insert: Page 14",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-490-XL-SEV27,LV,,,,SEV27-70300-490-XS.jpg
Safety,Environmental,GRN,Polypropylene Sand Bags,"Polypropylene Sand Bags -- Treated to break down slower than other bags -- These U.S. military-grade synthetic bags are highly treated with UV inhibitors to reduce the speed at which they break down. Durable 1,250-denier polypropylene construction with a 14 In. x 26 In. size and 10 x 10 weave that holds 50 lbs. Tie string closure. Tan color. Sold in a pack of 25. USA made. NOTE: Polypropylene bags are not recommended when rapid deterioration of the bag is required. -- August New Product Insert: Page 1",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-310-M-SEV27,LV,,,,SEV27-70500-310-XS.jpg
Safety,Environmental,GRN,"Portable Fuel Caddy, Diesel","G59324 Use Fuel Caddies To Transport Fuel Directly to the Job SitePortable Fuel Caddies have pneumatic tires that make it easy to take fuel directly to your job site and eliminate costly trips to fuel up. Durable, chemical-resistant polyethylene won't rust or dent. Calibrated in 2-gal. increments with a 28-gal. capacity. Molded-in baffle prevents spills during transport. Two-way rotary hand pump with 10'L hose is included. Hose wraps up neatly on two brackets for transport. Nozzle is spring-loaded and cap is vented. Measures 41 In.H x 27 1/2 In.W x 22 1/2 In.D. Portable Fuel Caddy for Gas is red. Portable Fuel Caddy for Diesel is blue. Compliance: UN/D.O.T. approved #UN3HIW. G59324",1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75415-990-M-SEV27,PT,,,,SEV27-75415-990-XS.jpg
Safety,Environmental,GRN,Refill for Oilup Sorbent Spill Kit,Mobile Emergency Spill Kit Refill contains supplies to restock OILUP SORBENT Mobile Emergency Oil-Only Spill Kit (No. 17916).,1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-LDGR SEV16,US,,,,SEV16-127678-LDGR.jpg
Safety,Environmental,GRN,Reflective Highway Warning Triangle,"Roadside Emergency Kit/Triangle, 2 Piece (1 Orange Triangle and base, and 1 carrying case) Warning Triangle, Highway, Width 17.25 In, Height 16-3/5 In., Plastic Material",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-LNVY SEV16,US,,,,SEV16-127678-LNVY.jpg
Safety,Environmental,GRN,RESTOP(R) 1 Lavatory Pouches for...,"240301 Provides a Portable, Discrete Field RestroomField Restroom System provides portable comfort when you're outdoors. Lightweight tent quickly sets up wherever you need to provide a personal, private space for restroom facilities. Perfect for work in the field, geological surveys, Federal Emergency Management, disaster relief, scouting or sports events. Complete Restroom System accommodates men, women and children and includes: a pop-up privacy tent, carrying bag, Restop Commode with full-size toilet seat, and 10 daily restroom kits to handle both solid and liquid waste for 10 people. An odorless, spill-proof, environmentally friendly system that requires minimum storage space. Extra pouches sold separately. 240301",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-MNVY SEV16,US,,,,SEV16-127678-MNVY.jpg
Safety,Environmental,GRN,Sand Bag Filling Tool,GoBagger Sandbag Filling Tool Helps Emergency Crews Work Five Times Faster!The lightweight GoBagger Tool makes filling sand bags a one-person job making them a great addition to your emergency response equipment. Specifications: The GoBagger allows you to fill sandbags five times faster than the conventional two-person shovel method. They go anywhere at a moment's notice to help you keep flooding contained. Linear low density polyethylene. Nestable for compact storage when not in use. GoBagger works with any kind of bag and any kind of fill. Yellow.Purchase Sandbags here. 172572,1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-LDGR SEV16,US,,,,SEV16-127679-LDGR.jpg
Safety,Environmental,GRN,SIGNAL LITE KIT RED W/ STANDS,"MARPAC Signal Lite(TM)Safer than Flares, Portable and Visible Over a Mile!Turn on the power of an emergency signal that's visible for up to 1-1/4 miles. Ideal for emergency and utility vehicles, commercial trucks and even private automobiles. A dual fu 85460",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-LNVY SEV16,US,,,,SEV16-127679-LNVY.jpg
Safety,Environmental,GRN,SKED Hazmat Stretcher SKED Hazmat...,"Designed for Use in Mass Casualty Incidents Patients can be rolled or dragged onto the Stretcher, requiring less time and effort from first responders and reducing the time of exposure in a hazmat incident. Specifications: SKED Hazmat Stretchers ca 109303",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-XLNVY SEV16,US,,,,SEV16-127679-XLNVY.jpg
Safety,Environmental,GRN,Sorbent Pads - Oil Only,Extra-strong sorbent pads stay together even when fully soaked -- Super-absorbent polypropylene -- Absorbs 29 oz. per pad -- Specifically for oil spills -- Will not tear or break -- These sorbents are a handy way to soak up those messy leaks or spills fro,1,,,,GS-07F-0100W,28.41429581,25.57286623,1,EA,ORIGIN,SEV22,13K988-SEV22,SL,,,,SEV22-13K988.jpg
Safety,Environmental,Grabbers,SPACE® Brand Emergency Blanket  Silver/Silver. Case quantitiy of 24,"SPACE® Brand Emergency Blanket  Silver/Silver. Case quantitiy of 24 Engineered to reflect and retain over 80% of radiated body heat. Vacuum deposited metal and a polyester film surface allows no wind or moisture penetration. Waterproof/Windproof. When folded, approximately the size of a deck of cards,opens into a 56”x84” blanket.",1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70002-265-L-SEV27,LV,,,,SEV27-70002-265-XS.jpg
Safety,Environmental,Grabbers,SPACE® Brand Emergency Blanket Olive Drab/Silver. Case quantitiy of 24,"SPACE® Brand Emergency Blanket Olive Drab/Silver. Case quantitiy of 24 Engineered to reflect and retain over 80% of radiated body heat. Vacuum deposited metal and a polyester film surface allows no wind or moisture penetration. Waterproof/Windproof. When folded, approximately the size of a deck of cards,opens into a 56”x84” blanket.",1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70002-265-XL-SEV27,LV,,,,SEV27-70002-265-XS.jpg
Safety,Environmental,GRN,"SPC MRO Plus(TM) Mediumweight Pads,...","Perforations allow you to use as wipes, pads, mats or fold into socks Extra strong SPC MRO Plus Pads and Rolls hold up better under high traffic and heavy-duty leaks and spillsHeavyweight sorbents are made of a thick, dimpled material equally effective for cleanup and removal of oil- and water-based liquids. Suitable for virtually any industrial application. Perforated pads or rolls allow you to use just what you need each time. You can even fold and form into a  In.sock In. to absorb leaks and drips. Features three-ply construction for extreme durability and strength. Not for use with aggressive chemicals. Pads come in two sizes and two weights. Rolls are available in two sizes and in Perforated and Nonperforated styles. Specifications: Note: Not for use with aggressive chemicals. 97211",1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70002-365-L-SEV27,LV,,,,SEV27-70002-365-XS.jpg
Safety,Environmental,GRN,Spilfyter(R) Economy Oil-Only Sorbent...,97128 Economical Oil-Only Sorbent Pads and Sorbent Rolls Absorb Oil Spills FastKeep Oil-Only Sorbent Pads and Oil-Only Sorbent Rolls on-hand for emergency spill cleanup on or around water. Oil-Only Sorbent Rolls are perforated horizontally every 24 In. so you only take what you need! Will not absorb water-based liquids. 97128,1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70002-365-M-SEV27,LV,,,,SEV27-70002-365-XS.jpg
Safety,Environmental,GRN,Spill Containment Pallet,Four Drum Polyethylene Spill Control Low Profile Pallet Unit With Grating And Min. 66 Gallon Spill Capacity 51 1/2 In. X 51 1/2 In. X 10 In.. FOUR DRUM LOW PROFILE SPILL CONTAINMENT PALLET These 4-drum low profile spill containment pallets have a 62 gallon 1645,1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-310-S-SEV27,LV,,,,SEV27-70300-310-XS.jpg
Safety,Environmental,GRN,Spill Containment Platform,"6-Drum Polyethylene Spill Pallet With Grating With 66 Gallon Secondary Spill Capacity 77 In. X 51 1/2 In. X 6 1/2 In.. Six-Drum Spill Pallet For effective and convenient secondary spill containment, the durable polyethylene Six-Drum Spill Pallet is an 1686",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-490-M-SEV27,LV,,,,SEV27-70300-490-XS.jpg
Safety,Environmental,GRN,"Spill Containment Shelving, 24 In.D","66312 Convenient Storage for Smaller Containers Spill Containment Shelving is an ideal storage solution for labs, factories, offices or anywhere that chemicals must be stored in small containers. Shelves are made of durable 11-ga. galvanized steel and will keep materials physically separate. Recessed to a depth of 1-1/2 In., recessed shelving collects drips and spills. Each 18 In.D shelf holds up to 5 gal. of spilled liquid; 24 In.D shelves hold up to 7 gal. Steel uprights are 12-ga. steel and covered with a corrosion-resistant coating. Tiers adjust in 1-1/2 In. increments. Add-On Units include two uprights and five shelves. Add Poly Shelf Liners for storing acids or corrosives. Shipped  In.knocked-down In.; assembly required. Note: Top shelf is affixed for stability and offers no containment. 66312",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70300-490-S-SEV27,LV,,,,SEV27-70300-490-XS.jpg
Safety,Environmental,GRN,Spill Control Solidifier,ED-Z Safetec Red Z Solidifiers For Spill Control - Treats 7 Gallons (15oz Shaker) - Red Z Red Z Solidifiers provide state-of-the-art response for spill control and clean-up of potentially biohazardous fluids. The encapsulation technology captures and imm 41103RED-Z,1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70402-260-L-SEV27,LV,,,,SEV27-70402-260-XS.jpg
Safety,Environmental,APPROVED VENDOR,Spill Kit Biohazard,Spill Kit  For Use With Biohazard Spills,1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70402-260-XL-SEV27,LV,,,,SEV27-70402-260-XS.jpg
Safety,Environmental,GRN,"Spill Tray, 2 In.H x 18 In.W x 36 In.L, Yellow...","* Containment for small spills, up to 5 gal.Affordable small-scale spill containment. This HDPE tray holds up to 5 gal. Works well on counter tops for storing wong supplies of lab chemicals, as a drip pan under dispensers or as a floor tray under mac 123941",1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70402-360-L-SEV27,LV,,,,SEV27-70402-360-XS.jpg
Safety,Environmental,GRN,Standard Emergency Kit Emergency Kits,Emergency KitsDesigned for Grab-and-Go Use!Large-scale kits contain supplies necessary to stabilize most serious emergency situations until medical personnel arrive.Specifications: Durable Cordura bags are made for heavy-duty use. Large nylon handle 83657,1,,,,GS-07F-0100W,91.68765743,91.67765743,1,EA,ORIGIN,SEV27,70402-360-M-SEV27,LV,,,,SEV27-70402-360-XS.jpg
Safety,Environmental,GRN,Terrorism: Biological Weapons Guide,"-3 Minimize Injury or Loss of Life Though silent and invisible to the naked eye, biological weapons can be as deadly as a nuclear bomb. Emergency responders must learn how to recognize the symptoms of biological terrorism and know what to do if a terr 109",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-310-S-SEV27,LV,,,,SEV27-70500-310-XS.jpg
Safety,Environmental,GRN,Terrorism: Chemical Weapons Guide,"-3 Are You Prepared? With increased terrorist activity and the looming threat of chemical weapons, it is imperative that local emergency response personnel prepare to respond to chemical terrorist incidents.Specifications: Designed for local personnel 109",1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-490-L-SEV27,LV,,,,SEV27-70500-490-XS.jpg
Safety,Environmental,GRN,Treated Burlap Sand Bags,Treated Burlap Sand Bags -- Withstands moisture and sunlight longer than plain burlap -- Biodegradable bags are made from 10-oz. burlap that’s treated with an EPA-approved ammonia solution for rot and mildew prevention that won’t harm wildlife. Each 14 In. x 26 In. bag holds 50 lbs. Closes with attached tie string. Olive drab color. 25 bags per pack. USA made. -- August New Product Insert: Page 14,1,,,,GS-07F-0100W,70.52896725,70.51896725,1,EA,ORIGIN,SEV27,70500-490-M-SEV27,LV,,,,SEV27-70500-490-XS.jpg
Safety,Environmental,APPROVED VENDOR,Ultra Spill Pallet 6000 lbs 66 gal,Ultra Spill Pallet  Load Capacity 6000 lbs.  Spill Capacity 66 gal.  Number Drums 4  Length 53 In.  Height 11-3/4 In.  Material Polyethylene,1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75016-590-M-SEV27,PT,,,,SEV27-75016-590-XS.jpg
Safety,Environmental,CFS,Universal Drum Spill Kit,**S-17301** ULINE  Universal Drum Spill Kit**  Next Day Delivery. Volume Discounts Offered. 757-930-0065 sev1.safety@cox.net,1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75016-990-S-SEV27,PT,,,,SEV27-75016-990-XS.jpg
Safety,Environmental,CFS,Universal Lab Pack Spill Kit - 20 Gallon,**S-18303** ULINE  Universal Lab Pack Spill Kit - 20 Gallon**  Next Day Delivery. Volume Discounts Offered. 757-930-0065 sev1.safety@cox.net,1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75415-590-M-SEV27,PT,,,,SEV27-75415-590-XS.jpg
Safety,Environmental,GRN,"Vermiculite Absorbent, 4 cu. ft.",2250 Vermiculite Absorbent is the Preferred Absorbent for Shipping Environmental SamplesVermiculite Absorbent is lightweight and clean. An excellent choice to guard against spills and breakage when shipping environmental samples. Bag measures 4 cu. ft. (17 In.W x 36 In.L x 10.5 In.D). 2250,1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,75415-990-S-SEV27,PT,,,,SEV27-75415-990-XS.jpg
Safety,Environmental,GRN,XSORB Acid Neutralizer Sorbent Bag,"* Neutralizes and absorbs most acid spills * Nontoxic, nonleaching and landfill approvedWorks instantly by neutralizing and absorbing most acids. XSORB Acid Neutralizer consists of sodium carbonate (soda ash) and XSORB Super Absorbent. Available in 6-q 123133",1,,,,GS-07F-0100W,28.2115869,28.2015869,1,EA,ORIGIN,SEV27,79892-560-STD-SEV27,CA,,,,SEV27-79892-560-STD.jpg
Safety,Environmental,GRN,XSORB Acid Neutralizer Sorbent Bottle,"* Neutralizes and absorbs most acid spills * Nontoxic, nonleaching and landfill approvedWorks instantly by neutralizing and absorbing most acids. XSORB Acid Neutralizer consists of sodium carbonate (soda ash) and XSORB Super Absorbent. Available in 6-q 123132",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-2XNVY SEV16,US,,,,SEV16-127678-2XNVY.jpg
Safety,Environmental,GRN,"XSORB Universal Sorbent, 6 qt. Bottle","* Quickly absorbs spills, leaves floor clean and dry * Simply sweep away spills and save clean-up time and money * Nontoxic and noncarcinogenic, FDA approved for use around food This universal absorbent allows you to dispose of liquid spills as dry wast 123125",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127678-XLDGR SEV16,US,,,,SEV16-127678-XLDGR.jpg
Safety,Environmental,SPC,Emergency Spill Kit,Spill Control Emergency Kit  Gallons Sorbed per Package 7  Includes(15) 15 x 19  Pads  (3) 3  x 4 ft. SOCs  (1) Pair Nitrile Gloves  (1) Disposal Bag  (1) Goggles  (1) Instruction Sheet,1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-2XNVY SEV16,US,,,,SEV16-127679-2XNVY.jpg
Safety,Environmental,GRN,"OIL-DRI(R) Premium Absorbent, 40-lb. Bag","Polybag saves floor space and reduces waste OIL-DRI Premium Absorbent absorbs oil, grease and water Low-dust formulaOIL-DRI Premium Absorbent comes in a moisture-resistant polybag that keeps out the elements won't get wet and tear like paper bags can. Outdoor storage is also possible. Thermal processing increases sorbent hardness and durability so it won't break down into a slippery mess. 40-lb. bag. 39821",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-MNVY SEV16,US,,,,SEV16-127679-MNVY.jpg
Safety,Environmental,GRN,"Super Sorbent 16-lb. Bag, Up to 6...","* Absorbs 10 - 12 times more liquid than traditional clay products * Leaves surfaces completely dry * Use on oils, acids (except HF), bases, solvents and toxic liquids Ensure clean, dry, safe floors! Lightweight sorbent makes cleanup fast and easy reduc 84359",1,,,,GS-07F-0100W,47.96,47.95,1,EA,ORIGIN,SEV16,127679-XLDGR SEV16,US,,,,SEV16-127679-XLDGR.jpg
Safety,Environmental,GRN,Chemical Apron - Long-Sleeve Neoprene Smock Size LARGE,"Long-Sleeve Neoprene Smock Apron -- Protect when working with acids, oils, and chemicals -- Won't stiffen or crack -- Resists tearing -- Long cotton ties for easy on/off -- 12-oz./sq. yd neoprene on nylon smock chemical apron provides front-body protectio",1,,,,GS-07F-0100W,50.08,50.07,1,EA,ORIGIN,SEV16,145620-BLU3232 SEV16,MX,,,,SEV16-145620-BLU3232.jpg
Safety,Environmental,GRN,Chemical Apron - Long-Sleeve Neoprene Smock Size MEDIUM,"Long-Sleeve Neoprene Smock Apron -- Protect when working with acids, oils, and chemicals -- Won't stiffen or crack -- Resists tearing -- Long cotton ties for easy on/off -- 12-oz./sq. yd neoprene on nylon smock chemical apron provides front-body protectio",1,,,,GS-07F-0100W,50.08,50.07,1,EA,ORIGIN,SEV16,145620-BLU4032 SEV16,MX,,,,SEV16-145620-BLU4032.jpg
Safety,Environmental,GRN,Chemical Apron - Long-Sleeve Neoprene Smock Size XLARGE,"Long-Sleeve Neoprene Smock Apron -- Protect when working with acids, oils, and chemicals -- Won't stiffen or crack -- Resists tearing -- Long cotton ties for easy on/off -- 12-oz./sq. yd neoprene on nylon smock chemical apron provides front-body protectio",1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3230 SEV16,MX,,,,SEV16-163274-3230.jpg
Safety,Environmental,GRN,Chemical Spill Kit Chemical Spill Kits,"* Ideal for use on workbenches, next to machines and in laboratorieeep one at every work station-doesn't take up much space * Personal protective equipment (included) protects you or your employees during cleanups * Wall-mountable kit also h 25917",1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3234 SEV16,MX,,,,SEV16-163274-3234.jpg
Safety,Environmental,GRN,Chemical Splash Goggles,"Chemical Splash OTG Goggles with Indirect Venting. Clear Lens Color, Antifog, Scratch-Resistant Lens Coating, Blue Frame Color, Polycarbonate Lens Material, Cloth Strap Material, PVC Frame Material. Includes Flame Retardant Strap. Standards ANSI Z87.1-2003.",1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3432 SEV16,MX,,,,SEV16-163274-3432.jpg
Safety,Environmental,GRN,Chemical Spray Chapps™ Chap Length LONG,Chemical Spray Chapps™ -- Chemical protection for your legs while spraying or mixing -- These lightweight butyl rubber spray chaps offer excellent chemical resistance and are ideal for protecting your legs during spraying or mixing applications. Chaps wrap around your entire leg and secure with Velcro® closures. Two Velcro® straps at the top attach to your belt for a secure and custom fit. Regular length is 30 In. long and accomates a person 5 ft. to 6 ft. tall. Regular length has up to a 26 In. thigh opening. Long lenth is 35 In. long and accomodates a person 6 ft. and taller. Weighs 11 oz. Green color. USA made. Specify chap length: regular or long from the drop down box above.  -- 2012 Master Catalog: Page 48,1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3434 SEV16,MX,,,,SEV16-163274-3434.jpg
Safety,Environmental,GRN,Chemical Warfare Agent Detector Kit...,"Easy to Interpret Results Reduces Possible Critical ErrorsFast and simple to use with easy to interpret results for accurate detection of a wide range of nerve, blister, blood and choking agents.No. 144153 simultaneously samples up to four CWA (chem 144157 Detector tubes only 10/box",1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3630 SEV16,MX,,,,SEV16-163274-3630.jpg
Safety,Environmental,GRN,Chemical-Resistant Face Shield...,Chemical- and Abrasion-Resistant Face ShieldsSpecially Treated for Longer WearChemically bonded protective coatings reduce shield wear and tear to save on replacement costs. Choose from two models for your application or environment. Specifications: 6635,1,,,,GS-07F-0100W,73.35,73.34,1,EA,ORIGIN,SEV16,163274-3632 SEV16,MX,,,,SEV16-163274-3632.jpg
